執行日期,科目名稱,摘要,受款單位, 金額 
111/11/01,國民及學前教育行政及督導,110學年度第2學期兒童課照鐘點費,國立雲林特殊教育學校,"17,088"
111/11/01,國民及學前教育行政及督導,111學年度第1學期大字體教科書經費,國立臺灣師範大學附屬高級中學,"48,615"
111/11/01,國民及學前教育行政及督導,111學年度第1學期大字體教科書經費,國立竹南高級中學,"24,972"
111/11/01,國民及學前教育行政及督導,111學年度第1學期大字體教科書經費,國立和美實驗學校,"26,763"
111/11/01,國民及學前教育行政及督導,111學年度第1學期大字體教科書經費,國立虎尾高級中學,"30,139"
111/11/01,國民及學前教育行政及督導,111學年度第1學期大字體教科書經費,國立台南家齊高級中學,"20,750"
111/11/01,國民及學前教育行政及督導,111學年度第1學期大字體教科書經費,國立台南女子高級中學,"20,120"
111/11/02,國民及學前教育行政及督導,111學年度第1學期大字體教科書經費案,國立台東專科學校校務基金,"12,651"
111/11/02,國民及學前教育行政及督導,職教大樓1樓教師辦公室設備暨修復工程計畫,國立嘉義特教學校,"602,000"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立新化高級工業職業學校,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立台南家齊高級中學,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立基隆高級商工職業學校,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立埔里高級工業職業學校,"163,942"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立水里高級商工職業學校,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立華僑高級中學,"163,942"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立員林高級家事商業職業學校,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立永靖高級工業職業學校,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立苗栗高級商業職業學校,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立玉井高級工商職業學校,"163,942"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立草屯高級商工職業學校,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立台東高級商業職業學校,"166,723"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立竹南高級中學,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立中興大學附屬高級中學,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立溪湖高級中學,"163,942"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立台南第二高級中學,"173,676"
111/11/03,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫,國立鳳新高級中學,"149,469"
111/11/04,國民及學前教育行政及督導,補助111學年度學校附設高職部聘任資源班行政助理計畫經費(第1期),國立台東專科學校校務基金,"173,676"
111/11/04,國民及學前教育行政及督導,110學年度第二學期課後照顧鐘點費,國立臺東大學附屬特殊教育學校,"7,296"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立苗栗高級農工職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立嘉義高級工業職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立臺灣海洋大學附屬基隆海事高級中等學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立岡山高級農工職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立虎尾高級農工職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立花蓮高級工業職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立佳冬高級農業職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立曾文高級農工職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立北斗高級家事商業職業學校,"163,942"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立羅東高級工業職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立旗山高級農工職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立新竹高級商業職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立關西高級中學,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立大湖高級農工職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立宜蘭高級商業職業學校,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立竹北高級中學,"173,676"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立岡山高級農工職業學校,"257,354"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立北斗高級家事商業職業學校,"253,010"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立羅東高級工業職業學校,"233,043"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立關西高級中學,"225,258"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立宜蘭高級商業職業學校,"195,688"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立新竹高級中學,"230,668"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立台南第二高級中學,"229,736"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立中央大學附屬中壢高級中學,"270,000"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立西螺高級農工職業學校,"233,929"
111/11/04,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立花蓮高級工業職業學校,"495,763"
111/11/07,國民及學前教育行政及督導,111學年度第1學期大字體教科書經費,國立華南高級商業職業學校,"24,642"
111/11/07,國民及學前教育行政及督導,111學年度第1學期大字體教科書經費,國立臺南大學附屬啟聰學校,"12,899"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立中興大學附屬台中高級農業職業學校,"772,799"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立臺灣師範大學附屬高級中學,"489,415"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立員林高級農工職業學校,"233,615"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立羅東高級商業職業學校,"496,813"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立澎湖高級海事水產職業學校,"195,688"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立彰化高級商業職業學校,"233,119"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立鳳山高級商工職業學校,"226,856"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立新化高級工業職業學校,"251,016"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立土庫高級商工職業學校,"524,389"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立斗六高級家事商業職業學校,"226,813"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立新竹高級工業職業學校,"453,626"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立曾文高級農工職業學校,"195,688"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立基隆高級商工職業學校,"219,167"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立員林高級家事商業職業學校,"230,668"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立苗栗高級商業職業學校,"270,000"
111/11/07,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立中興大學附屬高級中學,"252,059"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立基隆特殊教育學校,"109,233"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立新竹特殊教育學校,"109,233"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立彰化特殊教育學校,"218,466"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立嘉義特教學校,"327,699"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立臺南特殊教育學校,"109,233"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立屏東特殊教育學校,"218,466"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立花蓮特殊教育學校,"109,233"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立臺灣師範大學附屬高級中學,"109,233"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立苗栗高級中學,"109,233"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立竹南高級中學,"109,233"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立中興大學附屬高級中學,"109,233"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立草屯高級商工職業學校,"109,233"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立北門高級農工職業學校,"82,632"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立鳳山高級中學,"43,218"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立佳冬高級農業職業學校,"109,233"
111/11/09,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員(第2梯次),國立金門高級中學,"109,233"
111/11/10,國民及學前教育行政及督導,111學年度國立學校本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立卓蘭高級中等學校,"1,306"
111/11/10,國民及學前教育行政及督導,111學年度學校聘任特殊教育行政助理計畫經費,國立新竹科學園區實驗高級中等學校,"155,168"
111/11/11,國民及學前教育行政及督導,111學年度第1學期大字體教科書經費案,國立新化高級中學,"23,729"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立蘭陽女子高級中學,"58,000"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立羅東高級中學,"95,408"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立臺灣師範大學附屬高級中學,"400,000"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立政治大學附屬高級中學,"273,623"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立新竹高級中學,"12,082"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立新竹科學園區實驗高級中等學校,"56,350"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立中興大學附屬高級中學,"164,200"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立彰化女子高級中學,"180,552"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立虎尾高級中學,"35,800"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立嘉義女子高級中學,"144,000"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立台南女子高級中學,"312,000"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立鳳山高級中學,"53,077"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立屏東女子高級中學,"199,000"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立屏東高級中學,"30,000"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立花蓮女子高級中學,"45,000"
111/11/11,國民及學前教育行政及督導,111學年度第1學期資優充實方案經費,國立花蓮高級中學,"184,500"
111/11/15,國民及學前教育行政及督導,111學年度高級中等學校辦理資優適性課程專業社群經費,國立中央大學附屬中壢高級中學,"92,942"
111/11/15,國民及學前教育行政及督導,111學年度高級中等學校辦理資優適性課程專業社群經費,國立新竹女子高級中學,"100,000"
111/11/15,國民及學前教育行政及督導,111學年度高級中等學校辦理資優適性課程專業社群經費,國立彰化女子高級中學,"50,000"
111/11/15,國民及學前教育行政及督導,111學年度高級中等學校辦理資優適性課程專業社群經費,國立彰化高級中學,"42,893"
111/11/15,國民及學前教育行政及督導,111學年度高級中等學校辦理資優適性課程專業社群經費,國立中興高級中學,"50,000"
111/11/15,國民及學前教育行政及督導,111學年度高級中等學校辦理資優適性課程專業社群經費,國立嘉義女子高級中學,"44,499"
111/11/15,國民及學前教育行政及督導,111學年度高級中等學校辦理資優適性課程專業社群經費,國立台南女子高級中學,"100,000"
111/11/15,國民及學前教育行政及督導,111年度國立特殊教育學校進用臨時交通車隨車人員經費,國立彰化特殊教育學校,"1,700,044"
111/11/15,國民及學前教育行政及督導,111年度國立特殊教育學校進用臨時交通車隨車人員經費,國立基隆特殊教育學校,"177,109"
111/11/15,國民及學前教育行政及督導,111年度國立特殊教育學校進用臨時交通車隨車人員經費,國立新竹特殊教育學校,"61,588"
111/11/15,國民及學前教育行政及督導,111年國立特教學校及澎湖海事交通車租金,國立彰化特殊教育學校,"359,395"
111/11/15,國民及學前教育行政及督導,111年國立特教學校及澎湖海事交通車租金,國立基隆特殊教育學校,"1,221,820"
111/11/16,國民及學前教育行政及督導,111學年度增開增開未納編班級教學相關經費及充實服務群設施設備計畫經費(第1期),國立苗栗高級農工職業學校,"3,983,499"
111/11/16,國民及學前教育行政及督導,111學年度國立學校本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立臺東大學附屬體育高級中學,"1,388"
111/11/16,國民及學前教育行政及督導,111學年度國立學校本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立新竹科學園區實驗高級中等學校,"1,629"
111/11/17,國民及學前教育行政及督導,111學年度本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立臺灣師範大學附屬高級中學,"1,629"
111/11/17,國民及學前教育行政及督導,111學年度本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立南科國際實驗高級中學,"1,790"
111/11/18,國民及學前教育行政及督導,111學年度學校聘任資源班編制外代理教師計畫經費(第1期),國立北斗高級家事商業職業學校,"195,688"
111/11/18,國民及學前教育行政及督導,111年度國立臺南特殊育學校外包交通車租金及校車駕駛人力經費(第3期),國立臺南特殊教育學校,"3,053,579"
111/11/18,國民及學前教育行政及督導,111學年度月薪制教師助理員及住宿生管理員經費(第1期),國立臺南大學附屬啟聰學校,"1,890,495"
111/11/18,國民及學前教育行政及督導,111學年度月薪制教師助理員及住宿生管理員經費(第1期),國立臺東大學附屬特殊教育學校,"685,330"
111/11/18,國民及學前教育行政及督導,補助111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立員林崇實高級工業職業學校,"225,706"
111/11/18,國民及學前教育行政及督導,111年度學校進用臨時交通車隨車人員補助不足經費,國立和美實驗學校,"432,012"
111/11/18,國民及學前教育行政及督導,110學年度聘任資源班編制外代理教師計畫經費,國立北門高級農工職業學校,"15,478"
111/11/18,國民及學前教育行政及督導,110學年度聘任資源班編制外代理教師計畫經費,國立宜蘭高級商業職業學校,"12,863"
111/11/18,國民及學前教育行政及督導,110學年度聘任資源班編制外代理教師計畫經費,國立台東專科學校校務基金,"17,654"
111/11/21,國民及學前教育行政及督導,111年補助國立特教學校交通車租金,國立和美實驗學校,"368,173"
111/11/21,國民及學前教育行政及督導,111年補助國立特教學校交通車租金,國立澎湖高級海事水產職業學校,"239,990"
111/11/22,國民及學前教育行政及督導,111年度改善及充實服務群設施設備計畫經費,國立苗栗特殊教育學校,"1,389,367"
111/11/22,國民及學前教育行政及督導,111年度國立特殊教育學校進用臨時交通車隨車人員補助經費,國立花蓮特殊教育學校,"645,375"
111/11/22,國民及學前教育行政及督導,111年度國立特殊教育學校進用臨時交通車隨車人員補助經費,國立雲林特殊教育學校,"932,100"
111/11/22,國民及學前教育行政及督導,111年度國立特殊教育學校進用臨時交通車隨車人員補助經費,國立臺東大學附屬特殊教育學校,"49,651"
111/11/22,國民及學前教育行政及督導,111年度國立特殊教育學校進用臨時交通車隨車人員補助經費,國立宜蘭特殊教育學校,"311,187"
111/11/22,國民及學前教育行政及督導,111年度國立特殊教育學校進用臨時交通車隨車人員補助經費,國立南投特殊教育學校,"572,496"
111/11/22,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員經費(第1期),國立苗栗特殊教育學校,"218,466"
111/11/22,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員經費(第1期),國立雲林特殊教育學校,"109,233"
111/11/22,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員經費(第1期),國立臺東大學附屬特殊教育學校,"109,233"
111/11/22,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員經費(第1期),國立臺灣海洋大學附屬基隆海事高級中等學校,"109,233"
111/11/22,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員經費(第1期),國立臺北科技大學附屬桃園農工高級中等學校,"109,233"
111/11/22,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員經費(第1期),國立高雄師範大學附屬高級中學,"113,646"
111/11/22,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員經費(第1期),國立岡山高級中學,"56,823"
111/11/22,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員經費(第1期),國立光復高級商工職業學校,"109,233"
111/11/22,國民及學前教育行政及督導,111年度國立特殊教育學校進用臨時交通車隨車人員補助經費,國立屏東特殊教育學校,"899,697"
111/11/22,國民及學前教育行政及督導,111年度國立特殊教育學校進用臨時交通車隨車人員補助經費,國立苗栗特殊教育學校,"548,103"
111/11/22,國民及學前教育行政及督導,111國立特教學校交通車租金,國立苗栗特殊教育學校,"128,880"
111/11/22,國民及學前教育行政及督導,111國立特教學校交通車租金,國立花蓮特殊教育學校,"5,320"
111/11/22,國民及學前教育行政及督導,111國立特教學校交通車租金,國立雲林特殊教育學校,"532,956"
111/11/22,國民及學前教育行政及督導,111國立特教學校交通車租金,國立宜蘭特殊教育學校,"772,961"
111/11/22,國民及學前教育行政及督導,111國立特教學校交通車租金,國立屏東特殊教育學校,"1,840,168"
111/11/22,國民及學前教育行政及督導,111國立特教學校交通車租金,國立臺南大學附屬啟聰學校,"1,613,065"
111/11/22,國民及學前教育行政及督導,111國立特教學校交通車租金,國立南投特殊教育學校,"389,280"
111/11/23,國民及學前教育行政及督導,111學年度臨時特殊教育助理人員經費,國立和美實驗學校,"76,854"
111/11/23,國民及學前教育行政及督導,111學年度本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課經費,國立高雄師範大學附屬高級中學,"1,557"
111/11/24,國民及學前教育行政及督導,補助111學年度第1學期資優充實方案經費,國立中央大學附屬中壢高級中學,"368,300"
111/11/24,國民及學前教育行政及督導,補助111學年度第1學期資優充實方案經費,國立彰化高級中學,"161,500"
111/11/24,國民及學前教育行政及督導,補助111學年度第1學期資優充實方案經費,國立中興高級中學,"149,600"
111/11/24,國民及學前教育行政及督導,補助111學年度第1學期資優充實方案經費,國立斗六高級中學,"58,000"
111/11/28,國民及學前教育行政及督導,111學年度鐘點制特教學生助理人員經費,國立金門高級農工職業學校,"76,854"
111/11/28,國民及學前教育行政及督導,補助特教學校郭生復康巴士經費,國立臺南特殊教育學校,"383,400"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立台南高級工業職業學校,"454,990"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立光復高級商工職業學校,"195,688"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立苗栗高級農工職業學校,"270,000"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立暨南大學附屬高級中學,"216,982"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立高雄師範大學附屬高級中學,"209,008"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班編制外代理教師計畫經費,國立花蓮高級農業職業學校,"391,376"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立台南高級工業職業學校,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立內埔高級農工職業學校,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立彰化師範大學附屬高級工業職業學校,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立台南高級商業職業學校,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立光復高級商工職業學校,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立臺北科技大學附屬桃園農工高級中等學校,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立臺南大學附屬高級中學,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立馬祖高級中學,"163,942"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立中興大學附屬台中高級農業職業學校,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立高雄師範大學附屬高級中學,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立西螺高級農工職業學校,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立頭城高級家事商業職業學校,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立員林崇實高級工業職業學校,"173,676"
111/11/28,國民及學前教育行政及督導,111學年度國立高級中等學校聘任資源班行政助理計畫經費,國立花蓮高級農業職業學校,"173,676"
111/11/28,國民及學前教育行政及督導,111年相關專業服務中心分區巡迴輔導經費,國立苗栗特殊教育學校,"240,000"
111/11/29,國民及學前教育行政及督導,111年臨時約聘僱職業輔導員經費,國立基隆特殊教育學校,"17,500"
111/11/29,國民及學前教育行政及督導,111年臨時約聘僱職業輔導員經費,國立新竹高級工業職業學校,"12,427"
111/11/29,國民及學前教育行政及督導,111年臨時約聘僱職業輔導員經費,國立苗栗特殊教育學校,"38,000"
111/11/29,國民及學前教育行政及督導,111年臨時約聘僱職業輔導員經費,國立雲林特殊教育學校,"43,726"
111/11/02,國民及學前教育行政及督導,111學年度高級中等學校第二外語教育計畫,國立潮州高級中學,"148,176"
111/11/02,國民及學前教育行政及督導,111年度建築物耐震能力詳細評估經費,國立光復高級商工職業學校,"2,922,576"
111/11/02,國民及學前教育行政及督導,111年度臺南區高級中等學校實用技能學程開班經費,國立台南高級工業職業學校,"1,791,360"
111/11/02,國民及學前教育行政及督導,109年度提升學生素質與教學環境計畫,國立臺灣海洋大學附屬基隆海事高級中等學校,"3,840,000"
111/11/02,國民及學前教育行政及督導,110年急需改善教學環境計畫-活動中心外牆及戶外地面整修工程第2期款,國立南投高級中學,"2,400,000"
111/11/02,國民及學前教育行政及督導,111年度建築物耐震能力詳細評估經費-樂群樓,國立台南高級商業職業學校,"545,605"
111/11/02,國民及學前教育行政及督導,111年度偏遠地區及非山非市高級中等學校學生宿舍進用非編制人員擔任生活輔導人員經費,國立光復高級商工職業學校,"1,159,848"
111/11/02,國民及學前教育行政及督導,111學年度臨時增班經費,國立新竹科學園區實驗高級中等學校,"869,504"
111/11/02,國民及學前教育行政及督導,111學年度臨時增班所需經費,國立臺北科技大學附屬桃園農工高級中等學校,"126,000"
111/11/02,國民及學前教育行政及督導,111學年度第1學期產業特殊需求類科教學鐘點費,國立旗山高級農工職業學校,"28,642"
111/11/02,國民及學前教育行政及督導,111學年度第1學期產業特殊需求類科教學鐘點費,國立仁愛高級農業職業學校,"22,464"
111/11/02,國民及學前教育行政及督導,111學年度第1學期產業特殊需求類科教學鐘點費,國立新竹高級工業職業學校,"22,464"
111/11/02,國民及學前教育行政及督導,111學年度第1學期產業特殊需求類科教學鐘點費,國立羅東高級工業職業學校,"16,848"
111/11/02,國民及學前教育行政及督導,111學年度第1學期產業特殊需求類科教學鐘點費,國立內埔高級農工職業學校,"67,393"
111/11/02,國民及學前教育行政及督導,111學年度第1學期產業特殊需求類科教學鐘點費,國立民雄高級農工職業學校,"31,450"
111/11/02,國民及學前教育行政及督導,111學年度第1學期產業特殊需求類科教學鐘點費,國立新化高級工業職業學校,"46,052"
111/11/02,國民及學前教育行政及督導,111學年度第1學期產業特殊需求類科教學鐘點費,國立大湖高級農工職業學校,"46,052"
111/11/02,國民及學前教育行政及督導,111學年度第1學期產業特殊需求類科教學鐘點費,國立北港高級農工職業學校,"22,464"
111/11/02,國民及學前教育行政及督導,111學年度第1學期產業特殊需求類科教學鐘點費,國立佳冬高級農業職業學校,"44,928"
111/11/02,國民及學前教育行政及督導,111學年度產業特殊需求類科經費,國立新竹高級工業職業學校,"140,000"
111/11/02,國民及學前教育行政及督導,111學年度產業特殊需求類科經費,國立旗山高級農工職業學校,"720,000"
111/11/02,國民及學前教育行政及督導,111學年度產業特殊需求類科經費,國立土庫高級商工職業學校,"80,000"
111/11/02,國民及學前教育行政及督導,111學年度產業特殊需求類科經費,國立西螺高級農工職業學校,"140,000"
111/11/02,國民及學前教育行政及督導,111學年度產業特殊需求類科經費,國立民雄高級農工職業學校,"350,000"
111/11/02,國民及學前教育行政及督導,110-111年度補助公立高級中等學校充實行政人力方案,國立台南第一高級中學,"63,283"
111/11/02,國民及學前教育行政及督導,110-111年度補助公立高級中等學校充實行政人力方案,國立潮州高級中學,"63,283"
