執行日期,科目名稱,摘要,受款單位, 金額 
111/12/30,國民及學前教育行政及督導,111學年度第1學期高級中等學校臺灣手語新增教師授課鐘點費,臺南市政府教育局,"62,092"
111/12/30,國民及學前教育行政及督導,111學年度學校健康促進計畫經費,臺北市政府教育局,"1,651,888"
111/12/30,國民及學前教育行政及督導,111學年度學校健康促進計畫經費,桃園市政府,"1,693,867"
111/12/29,國民及學前教育行政及督導,111年補助辦理身心障礙教育經費,高雄市政府教育局,"4,000,000"
111/12/29,國民及學前教育行政及督導,111年補助辦理身心障礙教育各項計畫經費,臺中市政府教育局,"2,000,000"
111/12/29,國民及學前教育行政及督導,111年視、聽障輔具計畫經費,高雄市政府教育局,"942,920"
111/12/29,國民及學前教育行政及督導,111年度雙語教學暨國際文憑實驗教育計畫,桃園市政府,"33,962"
111/12/29,國民及學前教育行政及督導,111年度雙語教學暨國際文憑實驗教育計畫,桃園市政府,"1,311,493"
112/01/05,國民及學前教育行政及督導,111學年度高級中等學校之臺灣手語實體課程協同教師鐘點費,臺北市政府教育局,"186,701"
112/01/05,國民及學前教育行政及督導,111學年度第1學期高中臺灣手語新增鐘點費,高雄市政府教育局,"194,040"
112/01/05,國民及學前教育行政及督導,111學年度高級中等學校之臺灣手語實體課程跨校授課教師及教支人員交通費,高雄市政府教育局,"56,320"
111/12/29,國民及學前教育行政及督導,111學年度高級中等學校之臺灣手語實體課程協同教師鐘點費,桃園市政府,"15,170"
111/12/28,國民及學前教育行政及督導,公立高級中等以下學校電力系統改善工程執行績效獎勵計畫第二階段經費,新北市政府教育局,"2,800,000"
111/12/28,國民及學前教育行政及督導,公立高級中等以下學校電力系統改善工程執行績效獎勵計畫第二階段經費,新北市政府教育局,"800,000"
111/12/28,國民及學前教育行政及督導,110學年度調整教師授課節數鐘點費調增差額,桃園市政府,"4,885,020"
111/12/28,國民及學前教育行政及督導,111學年度提高國小教師員額編制至每班1.65名所需經費第1期款,臺南市政府教育局,"91,915,200"
111/12/28,國民及學前教育行政及督導,111學年度提高國小教師員額編制至每班1.65名所需經費第1期款,臺中市政府教育局,"48,672,000"
111/12/28,國民及學前教育行政及督導,111學年度提高國小教師員額編制至每班1.65名所需經費第1期款,高雄市政府教育局,"82,800,900"
111/12/28,國民及學前教育行政及督導,111學年度高級中等學校開設原住民族語文課程之經費,新北市政府教育局,"419,475"
111/12/28,國民及學前教育行政及督導,111學年度高級中等學校開設原住民族語文課程之經費,臺北市政府教育局,"1,102,500"
111/12/28,國民及學前教育行政及督導,四箴國中「體育館」等5校7棟校舍辦理「公立高級中等以下學校校舍耐震能力改善計畫(109-111年度)」補強工程經費,臺中市政府教育局,"17,927,416"
111/12/28,國民及學前教育行政及督導,111學年度提高國小教師員額編制至每班1.65名所需經費第1期款,桃園市政府,"36,057,000"
111/12/28,國民及學前教育行政及督導,110學年度調整教師授課節數鐘點費調增差額,新北市政府教育局,"2,654"
111/12/28,國民及學前教育行政及督導,111學年度臺灣手語實體課程協同教師鐘點費,新北市政府教育局,"92,539"
111/12/27,國民及學前教育行政及督導,110學年度科學班實驗計畫,桃園市政府,"9,874"
111/12/27,國民及學前教育行政及督導,110學年度科學班實驗計畫,臺中市政府教育局,"12,139"
111/12/27,國民及學前教育行政及督導,110學年度科學班實驗計畫,高雄市政府教育局,"16,120"
111/12/26,國民及學前教育行政及督導,後紅國小111年度充實設施設備-育英樓外牆整修工程經費,高雄市政府教育局,"631,253"
111/12/26,國民及學前教育行政及督導,高級中等學校111學年度本土語文(閩南語、閩東語、客語文)課程開課經費,桃園市政府,"59,976"
111/12/26,國民及學前教育行政及督導,高級中等學校111學年度原住民族語文課程開課經費,桃園市政府,"7,497"
111/12/26,國民及學前教育行政及督導,高級中等學校111學年度原住民族語文課程開課經費,臺南市政府教育局,"249,480"
111/12/26,國民及學前教育行政及督導,111學年度高級中等學校開設本土語文(閩東、閩南、客語)課程之開課經費,新北市政府教育局,"22,491"
111/12/26,國民及學前教育行政及督導,111學年度高級中等學校開設本土語文(閩東、閩南、客語)課程之開課經費,臺中市政府教育局,"15,523"
111/12/26,國民及學前教育行政及督導,111學年度高級中等學校開設本土語文(閩東、閩南、客語)課程之開課經費,臺北市政府教育局,"111,131"
111/12/26,國民及學前教育行政及督導,111學年度高級中等學校開設本土語文(閩東、閩南、客語)課程之開課經費,高雄市政府教育局,"7,761"
111/12/26,國民及學前教育行政及督導,111學年度高級中等學校開設原住民族語文課程之經費,臺北市政府教育局,"37,043"
111/12/26,國民及學前教育行政及督導,111學年度高級中等學校開設原住民族語文課程之經費,新北市政府教育局,"7,497"
111/12/26,國民及學前教育行政及督導,111學年度高級中等學校開設原住民族語文課程之經費,臺中市政府教育局,"23,284"
111/12/26,國民及學前教育行政及督導,111學年度高級中等學校開設原住民族語文課程之經費,臺南市政府教育局,"7,761"
111/12/01,國民及學前教育行政及督導,110學年度國民中學英語及數學領域適性分組教學試辦計畫第2期款,新竹縣政府,"325,000"
111/12/01,國民及學前教育行政及督導,110學年度第2學期科技教育推動總體計畫-鐘點費差額經費,基隆市政府,"14,750"
111/12/01,國民及學前教育行政及督導,111學年度本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課第1期款,臺東縣政府,"919,340"
111/12/01,國民及學前教育行政及督導,111學年度本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課第1期款,臺東縣政府,"1,333,044"
111/12/01,國民及學前教育行政及督導,111學年度本土語文(閩南語、閩東語、客語及原住民族語)及臺灣手語國中開課第1期款,臺東縣政府,"45,967"
111/12/01,國民及學前教育行政及督導,111學年度第1學期公立國民小學及國民中學學校用書經費,新竹縣政府,"903,538"
111/12/01,國民及學前教育行政及督導,111年度客語及閩南語語言能力認證測驗報名費(第1梯次)計畫經費,新竹縣政府,"50,556"
111/12/01,國民及學前教育行政及督導,112學年度金門區高級中等學校免試入學工作第1期款,金門縣政府,"320,495"
111/12/01,國民及學前教育行政及督導,110學年度第2學期中央課程與教學輔導諮詢教師團隊代理代課費暨課程與教學補助經費代課鐘點費差額,雲林縣政府,"5,392"
111/12/01,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),宜蘭縣政府,"372,557"
111/12/01,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),宜蘭縣政府,"9,856,000"
111/12/01,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),花蓮縣政府,"634,176"
111/12/01,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),花蓮縣政府,"7,200,000"
111/12/01,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),金門縣政府,"103,200"
111/12/01,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),金門縣政府,"1,651,200"
111/12/01,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),連江縣政府,"13,824"
111/12/01,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),連江縣政府,"720,000"
111/12/01,國民及學前教育行政及督導,110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),彰化縣政府,"5,703,905"
111/12/01,國民及學前教育行政及督導,110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),嘉義市政府,"2,954,952"
111/12/01,國民及學前教育行政及督導,110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),連江縣政府,"105,322"
111/12/01,國民及學前教育行政及督導,陽光非營利幼兒園等7園110學年度績效獎金經費,新竹市政府,"891,000"
111/12/01,國民及學前教育行政及督導,111年度福龍國小附設幼兒園增班經費,新竹縣政府,"80,000"
111/12/01,國民及學前教育行政及督導,111年度福龍國小附設幼兒園增班經費,新竹縣政府,"1,436,460"
111/12/01,國民及學前教育行政及督導,員林國小新建公共化幼兒園園舍工程第2期款,彰化縣政府,"6,029,400"
111/12/01,國民及學前教育行政及督導,111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費追加款,臺東縣政府,"5,880,000"
111/12/01,國民及學前教育行政及督導,111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費追加款,南投縣政府,"11,760,000"
111/12/01,國民及學前教育行政及督導,111學年度辦理非營利幼兒園相關業務經費第1期款,嘉義縣政府,"36,000"
111/12/01,國民及學前教育行政及督導,職場互助教保服務中心111學年度業務費第1期款,臺東縣政府,"72,000"
111/12/01,國民及學前教育行政及督導,新設職場教保服務中心建築物裝修及購置教學設施設備經費,宜蘭縣政府警察局,"307,800"
111/12/01,國民及學前教育行政及督導,111學年度準公共教保服務機構親職教育講座第1期款,基隆市政府,"35,650"
111/12/01,國民及學前教育行政及督導,職場教保服務中心111學年度學費差額補助經費,臺東縣政府,"1,366,380"
111/12/01,國民及學前教育行政及督導,110年度東和國小新設幼兒園經費追加款,雲林縣政府,"270,000"
111/12/01,國民及學前教育行政及督導,110年度東和國小新設幼兒園經費追加款,雲林縣政府,"327,500"
111/12/01,國民及學前教育行政及督導,111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費,雲林縣政府,"19,110,000"
111/12/01,國民及學前教育行政及督導,111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費,基隆市政府,"17,640,000"
111/12/01,國民及學前教育行政及督導,111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費,嘉義縣政府,"17,640,000"
111/12/01,國民及學前教育行政及督導,111學年度我國少子女化對策計畫之各項幼生就學補助及育兒津貼等經費,宜蘭縣政府,"14,700,000"
111/12/02,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第1期款,連江縣政府,"1,260,317"
111/12/02,國民及學前教育行政及督導,111學年度實施戶外教育與海洋教育計畫第1期款,連江縣政府,"138,931"
111/12/02,國民及學前教育行政及督導,偏遠地區學校111學年度推動國小合理教師員額事項所需經費第1期款,澎湖縣政府,"6,966,816"
111/12/02,國民及學前教育行政及督導,偏遠地區學校111學年度推動國小合理教師員額事項所需經費第1期款,澎湖縣政府,"6,080,256"
111/12/02,國民及學前教育行政及督導,世賢國小「至真樓(一)」等2校4棟校舍辦理「公立高級中等以下學校校舍耐震能力改善計畫(109-111年度)」補強工程經費,嘉義市政府,"13,875,984"
111/12/02,國民及學前教育行政及督導,草屯國中「育英樓」等8校10棟校舍辦理「公立高級中等以下學校校舍耐震能力改善計畫(109-111年度)」補強工程經費,南投縣政府,"3,711,562"
111/12/02,國民及學前教育行政及督導,永興國小110年度充實設施設備-教學大樓1樓走廊積水濕滑改善工程經費,苗栗縣政府,"706,397"
111/12/02,國民及學前教育行政及督導,南豐國小110年度充實設施設備-坡地景觀改善工程經費,南投縣政府,"2,759,106"
111/12/02,國民及學前教育行政及督導,同富國中110年度充實設施設備-C宿舍拆除後之地面鋪設工程經費,南投縣政府,"158,960"
111/12/02,國民及學前教育行政及督導,111學年度離島地區接受國民義務教育學生書籍費第1期款,屏東縣政府,"647,599"
111/12/02,國民及學前教育行政及督導,111學年度推動實驗教育計畫經費,花蓮縣政府,"127,100"
111/12/02,國民及學前教育行政及督導,111年度充實公立國民中學生活科技教室-基本設備經費,彰化縣政府,"234,780"
111/12/02,國民及學前教育行政及督導,111年度充實公立國民中學生活科技教室-基本設備經費,彰化縣政府,"269,220"
111/12/02,國民及學前教育行政及督導,111學年度國民小學辦理兒童課後照顧服務低收入戶、身心障礙及原住民學生參加費用及調整服務人員上班時間鐘點費所增差額第2期款,新竹市政府,"200,355"
111/12/02,國民及學前教育行政及督導,111學年度國民小學辦理兒童課後照顧服務低收入戶、身心障礙及原住民學生參加費用及調整服務人員上班時間鐘點費所增差額第2期款,基隆市政府,"278,974"
111/12/02,國民及學前教育行政及督導,111學年度國民小學辦理兒童課後照顧服務低收入戶、身心障礙及原住民學生參加費用及調整服務人員上班時間鐘點費所增差額第2期款,花蓮縣政府,"530,409"
111/12/02,國民及學前教育行政及督導,111學年度國民小學辦理兒童課後照顧服務低收入戶、身心障礙及原住民學生參加費用及調整服務人員上班時間鐘點費所增差額第2期款,彰化縣政府,"1,159,282"
111/12/02,國民及學前教育行政及督導,110學年度第2學期國小辦理課後照顧服務身心障礙專班調增上班時間鐘點費差額補助經費,南投縣政府,"7,530"
111/12/02,國民及學前教育行政及督導,110學年度第2學期國小辦理課後照顧服務身心障礙專班調增上班時間鐘點費差額補助經費,彰化縣政府,"34,138"
111/12/02,國民及學前教育行政及督導,110學年度第2學期國小辦理課後照顧服務身心障礙專班調增上班時間鐘點費差額補助經費,雲林縣政府,"92,817"
111/12/02,國民及學前教育行政及督導,110學年度第2學期國小辦理課後照顧服務身心障礙專班調增上班時間鐘點費差額補助經費,新竹市政府,"7,104"
111/12/02,國民及學前教育行政及督導,111學年度原住民實驗教育課程經費(第1期),屏東縣政府,"488,700"
111/12/02,國民及學前教育行政及督導,111學年度原住民實驗教育課程經費(第1期),屏東縣政府,"24,300"
111/12/02,國民及學前教育行政及督導,補助111學年度高級中等以下學校辦理部分班級原住民族實驗教育經費(第1期),屏東縣政府,"648,000"
111/12/02,國民及學前教育行政及督導,補助111學年度高級中等以下學校辦理部分班級原住民族實驗教育經費(第1期),屏東縣政府,"144,000"
111/12/02,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),澎湖縣政府,"89,856"
111/12/02,國民及學前教育行政及督導,111學年度輔導教師人力運用計畫經費(第1期),澎湖縣政府,"3,024,000"
111/12/02,國民及學前教育行政及督導,111年營造原住民族文化學習場域計畫經費(第2期),屏東縣政府,"1,323,700"
111/12/02,國民及學前教育行政及督導,111年營造原住民族文化學習場域計畫經費(第2期),屏東縣政府,"1,406,300"
111/12/05,國民及學前教育行政及督導,111學年度高級中等以下學校辦理原住民族實驗教育班及實驗教育課程,臺東縣政府,"337,500"
111/12/05,國民及學前教育行政及督導,111學年度高級中等以下學校辦理原住民族實驗教育班及實驗教育課程,臺東縣政府,"112,500"
111/12/05,國民及學前教育行政及督導,111學年度高級中等以下學校辦理原住民族實驗教育班及實驗教育課程,基隆市政府,"440,000"
111/12/05,國民及學前教育行政及督導,111學年度辦理非營利幼兒園相關業務經費第1期款,彰化縣政府,"176,400"
111/12/05,國民及學前教育行政及督導,111年度竹北國小附設幼兒園充實及改善教學環境設施設備經費,新竹縣政府,"480,000"
111/12/05,國民及學前教育行政及督導,111學年度第1學期非營利幼兒園辦理延長照顧服務經費,雲林縣政府,"363,063"
111/12/05,國民及學前教育行政及督導,111學年度第1學期非營利幼兒園辦理延長照顧服務經費,澎湖縣政府,"815,942"
111/12/05,國民及學前教育行政及督導,111學年度辦理安全教育議題融入教保活動課程計畫經費,彰化縣政府,"44,472"
111/12/05,國民及學前教育行政及督導,111學年度教學精進與創新之教保服務機構社群輔導試辦計畫:教保服務機構社群輔導經費,南投縣政府,"695,453"
111/12/05,國民及學前教育行政及督導,111學年度教學精進與創新之教保服務機構社群輔導試辦計畫:教保服務機構社群輔導經費,南投縣政府,"130,830"
111/12/05,國民及學前教育行政及督導,111學年度教保服務人員專業發展社群經費,南投縣政府,"43,699"
111/12/05,國民及學前教育行政及督導,111學年度推動在地文化融入教保活動課程第1期款,宜蘭縣政府,"66,000"
111/12/05,國民及學前教育行政及督導,111學年度推動閩南語沉浸式教學融入教保活動課程第1期款,宜蘭縣政府,"571,312"
111/12/05,國民及學前教育行政及督導,111年度文山國小附設幼兒園增班經費,新竹縣政府,"148,000"
111/12/05,國民及學前教育行政及督導,111年度文山國小附設幼兒園增班經費,新竹縣政府,"1,372,000"
111/12/05,國民及學前教育行政及督導,111學年度自願赴偏遠地區學校服務校長及教師傷害保險費用,彰化縣政府,"28,418"
111/12/05,國民及學前教育行政及督導,110學年度直轄市、縣(市)政府所屬公立國民小學兼任及代課教師(編制內)鐘點費調增差額第2期,苗栗縣政府,"4,548,944"
111/12/05,國民及學前教育行政及督導,110學年度直轄市、縣(市)政府所屬公立國民小學兼任及代課教師(編制內)鐘點費調增差額第2期,臺東縣政府,"401,895"
111/12/05,國民及學前教育行政及督導,屏東縣童軍會購置帳篷經費,屏東縣政府,"151,200"
111/12/06,國民及學前教育行政及督導,補助各縣市政府單側聽損學生調頻輔具經費,嘉義縣政府,"99,000"
111/12/06,國民及學前教育行政及督導,111學年度辦理中輟生預防追蹤及復學輔導工作實施計畫經費(第1期),雲林縣政府,"1,694,480"
111/12/06,國民及學前教育行政及督導,110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),南投縣政府,"11,196,645"
111/12/06,國民及學前教育行政及督導,110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),嘉義縣政府,"4,323,332"
111/12/06,國民及學前教育行政及督導,110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),基隆市政府,"2,269,164"
111/12/06,國民及學前教育行政及督導,110學年度十二年國教課綱國中小階段前導學校計畫鐘點費差額經費,新竹縣政府,"10,193"
111/12/06,國民及學前教育行政及督導,110學年度第2學期中央課程與教學輔導諮詢教師團隊代理代課鐘點費差額經費,嘉義縣政府,306
111/12/06,國民及學前教育行政及督導,非營利幼兒園110學年度績效獎金經費,花蓮縣政府,"252,000"
111/12/06,國民及學前教育行政及督導,111學年度辦理安全教育議題融入教保活動課程計畫經費,新竹縣政府,"220,000"
111/12/06,國民及學前教育行政及督導,111學年度推動本土語言融入幼兒園教保活動課程經費,新竹縣政府,"55,937"
111/12/06,國民及學前教育行政及督導,111學年度第1學期公立幼兒園辦理延長照顧服務經費,臺東縣政府,"978,957"
111/12/06,國民及學前教育行政及督導,111學年度第1學期公共化教保服務機構辦理延長照顧服務經費,嘉義市政府,"329,791"
111/12/06,國民及學前教育行政及督導,111學年度上學期國民教育幼兒班之國民小學附設幼兒園(班)增置教保服務人員經費,金門縣政府,"1,020,000"
111/12/06,國民及學前教育行政及督導,111學年度上學期國民教育幼兒班之國民小學附設幼兒園(班)增置教保服務人員經費追加款,花蓮縣政府,"540,000"
111/12/06,國民及學前教育行政及督導,日新國小新建非營利幼兒園園舍工程第2期款,彰化縣政府,"20,215,000"
111/12/06,國民及學前教育行政及督導,口湖鄉立幼兒園園舍工程第1期款,雲林縣政府,"11,324,000"
111/12/06,國民及學前教育行政及督導,111學年度辦理非營利幼兒園相關業務經費第1期款,基隆市政府,"97,200"
111/12/06,國民及學前教育行政及督導,111學年度獎勵無償提供場地、設施及設備辦理非營利幼兒園經費,南投縣政府,"405,000"
111/12/06,國民及學前教育行政及督導,111學年度教保服務人員專業發展社群計畫業務費,花蓮縣政府,"54,000"
111/12/06,國民及學前教育行政及督導,111學年度教保服務人員專業發展社群計畫業務費,雲林縣政府,"53,400"
111/12/06,國民及學前教育行政及督導,111學年度教保服務人員專業發展社群計畫業務費,新竹市政府,"52,800"
111/12/06,國民及學前教育行政及督導,111學年度私立幼兒園改善教學環境設備經費,彰化縣政府,"67,760"
111/12/06,國民及學前教育行政及督導,111學年度私立幼兒園改善教學環境設備經費,彰化縣政府,"326,480"
111/12/06,國民及學前教育行政及督導,111學年度獎勵無償提供場地、設施及設備辦理非營利幼兒園經費,屏東縣政府,"1,377,000"
111/12/07,國民及學前教育行政及督導,111年度專案補助各縣市汰舊換新身心障礙學生交通車經費,嘉義縣政府,"2,831,175"
111/12/07,國民及學前教育行政及督導,本署助各縣、市童軍營地修繕經費,彰化縣政府,"973,599"
111/12/07,國民及學前教育行政及督導,本署助各縣、市童軍營地修繕經費,南投縣政府,"455,175"
111/12/07,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,雲林縣政府,"1,543,105"
111/12/07,國民及學前教育行政及督導,111年度改善無障礙校園環境計畫經費,花蓮縣政府,"1,679,377"
111/12/07,國民及學前教育行政及督導,111年度專案補助各縣市汰舊換新身心障礙學生交通車經費,屏東縣政府,"2,696,356"
111/12/07,國民及學前教育行政及督導,111年度補助單側聽損學生學習輔具計畫經費,宜蘭縣政府,"283,020"
111/12/07,國民及學前教育行政及督導,辦理110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),宜蘭縣政府,"3,352,329"
111/12/07,國民及學前教育行政及督導,111學年度活化教學-分組合作學習的理念與實踐方案計畫第1期款,花蓮縣政府,"89,250"
111/12/07,國民及學前教育行政及督導,111年度偏遠地區學校及非山非市學校(原住民學校)設施設備計畫經費,花蓮縣政府,"105,878"
111/12/07,國民及學前教育行政及督導,111年度偏遠地區學校及非山非市學校(原住民學校)設施設備計畫經費,花蓮縣政府,"5,192,158"
111/12/07,國民及學前教育行政及督導,山佳國小107年度改善及充實教學環境設備-第二期校舍新建工程及監造計畫經費,苗栗縣政府,"2,578,000"
111/12/07,國民及學前教育行政及督導,公正國小110年度充實設施設備-學生走道雨遮建置工程經費,宜蘭縣政府,"5,335,014"
111/12/07,國民及學前教育行政及督導,111學年度準公共幼兒園招收2歲幼兒補助經費第1期款,南投縣政府,"1,120,000"
111/12/07,國民及學前教育行政及督導,111學年度準公共幼兒園招收2歲幼兒補助經費第1期款,花蓮縣政府,"560,000"
111/12/07,國民及學前教育行政及督導,111學年度獎勵無償提供場地、設施及設備辦理非營利幼兒園經費,雲林縣政府,"450,000"
111/12/07,國民及學前教育行政及督導,111學年度高中優質化輔助方案,新竹縣政府,"585,200"
111/12/07,國民及學前教育行政及督導,111學年度高中優質化輔助方案,新竹縣政府,"1,209,964"
111/12/07,國民及學前教育行政及督導,111學年度高中優質化輔助方案,基隆市政府,"1,278,485"
111/12/08,國民及學前教育行政及督導,補助111學年度高級中等以下學校辦理部分班級原住民族實驗教育經費,臺東縣政府,"807,750"
111/12/08,國民及學前教育行政及督導,補助111學年度高級中等以下學校辦理部分班級原住民族實驗教育經費,臺東縣政府,"112,500"
111/12/08,國民及學前教育行政及督導,111年度實施新住民子女華語文學習扶助課程經費,臺東縣政府,"18,000"
111/12/08,國民及學前教育行政及督導,111年度實施新住民子女華語文學習扶助課程經費,苗栗縣政府,"36,020"
111/12/08,國民及學前教育行政及督導,110學年度教育優先區計畫鐘點費調增差額經費,臺東縣政府,"61,079"
111/12/08,國民及學前教育行政及督導,110學年度第2學期國小辦理課後照顧服務身心障礙專班調增上班時間鐘點費差額補助經費,苗栗縣政府,"14,012"
111/12/08,國民及學前教育行政及督導,110學年度第2學期國小辦理課後照顧服務身心障礙專班調增上班時間鐘點費差額補助經費,屏東縣政府,"8,616"
111/12/08,國民及學前教育行政及督導,110學年度第2學期國小辦理課後照顧服務身心障礙專班調增上班時間鐘點費差額補助經費,嘉義市政府,"18,210"
111/12/08,國民及學前教育行政及督導,110學年度第2學期國小辦理課後照顧服務身心障礙專班調增上班時間鐘點費差額補助經費,嘉義縣政府,"8,264"
111/12/08,國民及學前教育行政及督導,110學年度第2學期國小辦理課後照顧服務身心障礙專班調增上班時間鐘點費差額補助經費,金門縣政府,"2,912"
111/12/08,國民及學前教育行政及督導,111學年度國民小學辦理兒童課後照顧服務低收入戶、身心障礙及原住民學生參加費用及調整服務人員上班時間鐘點費所增差額第2期款,雲林縣政府,"364,983"
111/12/08,國民及學前教育行政及督導,111學年度國民小學辦理兒童課後照顧服務低收入戶、身心障礙及原住民學生參加費用及調整服務人員上班時間鐘點費所增差額第2期款,臺東縣政府,"36,759"
111/12/08,國民及學前教育行政及督導,111學年度國民小學辦理兒童課後照顧服務低收入戶、身心障礙及原住民學生參加費用及調整服務人員上班時間鐘點費所增差額第2期款,屏東縣政府,"1,072,125"
111/12/08,國民及學前教育行政及督導,111學年度國民小學辦理兒童課後照顧服務低收入戶、身心障礙及原住民學生參加費用及調整服務人員上班時間鐘點費所增差額第2期款,苗栗縣政府,"643,523"
111/12/08,國民及學前教育行政及督導,111學年度國民小學辦理兒童課後照顧服務低收入戶、身心障礙及原住民學生參加費用及調整服務人員上班時間鐘點費所增差額第2期款,嘉義市政府,"228,269"
111/12/09,國民及學前教育行政及督導,大額通報教補12月13日-辦理110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),屏東縣政府,"10,872,161"
111/12/09,國民及學前教育行政及督導,大額通報教補12月13日-辦理110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),花蓮縣政府,"777,600"
111/12/09,國民及學前教育行政及督導,大額通報教補12月13日-辦理110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),澎湖縣政府,"711,796"
111/12/09,國民及學前教育行政及督導,大額通報教補12月13日-辦理110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),新竹市政府,"3,223,171"
111/12/09,國民及學前教育行政及督導,111年身障經教育人事及經費,連江縣政府,"4,497,782"
111/12/09,國民及學前教育行政及督導,111年身障經教育人事及經費,連江縣政府,"301,140"
111/12/09,國民及學前教育行政及督導,推動偏鄉學校中央廚房興建工程績效獎勵計畫獎勵金,花蓮縣政府,"114,000"
111/12/09,國民及學前教育行政及督導,推動偏鄉學校中央廚房興建工程績效獎勵計畫獎勵金,花蓮縣政府,"36,000"
111/12/09,國民及學前教育行政及督導,111學年度高中優質化輔助方案,苗栗縣政府,"409,500"
111/12/09,國民及學前教育行政及督導,111學年度高中優質化輔助方案,苗栗縣政府,"585,000"
111/12/09,國民及學前教育行政及督導,111學年度高中優質化輔助方案,新竹市政府,"1,505,000"
111/12/09,國民及學前教育行政及督導,111學年度高中優質化輔助方案,新竹市政府,"2,093,000"
111/12/09,國民及學前教育行政及督導,補助童軍營地修繕經費(第2期),南投縣政府,"1,062,075"
111/12/09,國民及學前教育行政及督導,111學年度自願赴偏遠地區學校服務校長及教師傷害保險費用補助經費,南投縣政府,"5,275"
111/12/09,國民及學前教育行政及督導,111學年度自願赴偏遠地區學校服務校長及教師傷害保險費用補助經費,嘉義縣政府,"1,362"
111/12/09,國民及學前教育行政及督導,111學年度自願赴偏遠地區學校服務校長及教師傷害保險費用補助經費,宜蘭縣政府,"33,375"
111/12/09,國民及學前教育行政及督導,110學年度補助各地方政府兼任及代課教師(編制內)鐘點費調增差額(第2期),新竹縣政府,"7,314,431"
111/12/09,國民及學前教育行政及督導,111學年度自願赴偏遠地區學校服務校長及教師傷害保險費用補助經費,苗栗縣政府,"2,487"
111/12/09,國民及學前教育行政及督導,111年度暑假期間公立幼兒園辦理延長照顧服務經費,宜蘭縣政府,"1,885,938"
111/12/09,國民及學前教育行政及督導,勝利國中新設公立幼兒園園舍興建工程第2期款,新竹縣政府,"11,771,500"
111/12/09,國民及學前教育行政及督導,111學年度教學精進與創新之教保服務機構社群輔導試辦計畫:教保服務機構社群輔導經費,臺東縣政府,"740,283"
111/12/09,國民及學前教育行政及督導,111學年度教學精進與創新之教保服務機構社群輔導試辦計畫:教保服務機構社群輔導經費,臺東縣政府,"143,550"
111/12/09,國民及學前教育行政及督導,111學年度教學精進與創新之教保服務機構社群輔導試辦計畫:教保服務機構社群輔導經費,新竹市政府,"576,933"
111/12/09,國民及學前教育行政及督導,111學年度教學精進與創新之教保服務機構社群輔導試辦計畫:教保服務機構社群輔導經費,新竹市政府,"82,720"
111/12/09,國民及學前教育行政及督導,111學年度教學精進與創新之教保服務機構社群輔導試辦計畫:教保服務機構社群輔導經費,苗栗縣政府,"61,388"
111/12/12,國民及學前教育行政及督導,111學年度教保服務人員專業發展社群計畫業務費,屏東縣政府,"24,966"
111/12/12,國民及學前教育行政及督導,111學年度教保服務人員專業發展社群計畫業務費,基隆市政府,"34,354"
111/12/12,國民及學前教育行政及督導,111學年度教保服務人員專業發展社群計畫業務費,臺東縣政府,"54,000"
111/12/12,國民及學前教育行政及督導,111學年度教保服務人員專業發展社群計畫業務費,苗栗縣政府,"54,000"
111/12/12,國民及學前教育行政及督導,111學年度教保服務人員專業發展社群計畫業務費,嘉義市政府,"52,800"
111/12/12,國民及學前教育行政及督導,111學年度教保服務人員專業發展社群計畫業務費,彰化縣政府,"53,400"
