課程主類別,課程副類別,課程次類別,課程名稱,報名人次總計
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""FB與APP創意行銷趨勢""－""教育部提供",318
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""Google工作術""－""教育部提供",499
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""HOC一小時玩程式""－""教育部提供",1367
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""i時代電腦繪圖必修課""－""教育部提供",589
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""LearnMode學習吧""－""教育部提供",2075
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""microbit邁向創客之路的軟實力""－""教育部提供",2595
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""scratch動畫製作，網路安全""－""教育部提供",632
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""Sigil電子書設計""－""教育部提供",436
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""口語表達與魅力行銷""－""教育部提供",3695
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""文青時代，逐格動畫玩創意""－""教育部提供",0
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""用Prezi打造社區品牌故事""－""教育部提供",835
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""成果彙集工作坊""－""視覺設計""－""延伸學習""、""完美排版""－""教育部提供",0
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""成果彙集工作坊""－""簡報技巧""－""教育部提供",0
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""成果彙集工作坊""－""簡報邏輯""－""教育部提供",0
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""自媒體經營""－""教育部提供",3088
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""志願服務與社會資源應用""（""北""）""""－""教育部提供",2859
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""享受數位樂趣""－""用鏡頭和世界交朋友""－""教育部提供",1
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""盲旅體驗一場出乎意料的旅行""－""教育部提供",1044
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""科學魔法，水火箭DIY""－""教育部提供",0
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""專訪影片，魂！""－""教育部提供",0
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""教材影音工作坊""－""百道料理呷感動""－""腳本內容與故事""－""教育部提供",0
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""教材影音工作坊""－""百道料理呷蝦米""－""DOC與線上出版""、""製作獨一無二教材""－""教育部提供",0
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""教材影音工作坊""－""百道料理呷趣味""－""影片後製與拍攝""－""教育部提供",1
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""設計思考Inkscape及運算思維實作應用""－""教育部提供",3680
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""設計思考結構化的創新歷程""－""教育部提供",3990
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""透過影像，看見每一秒感動""－""教育部提供",463
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""創用cc與雲端資訊運用""－""教育部提供",364
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""創意電子書""－""教育部提供",275
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""智慧APP應用達人""－""教育部提供",0
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""著作權""－""合理使用與數位應用注意事項""－""教育部提供",372
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""資訊志工管考系統""－""教育部提供",0
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""團康活動設計與帶領技巧""（""北""）""""－""教育部提供",1
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""團康活動設計與帶領技巧""（""南""）""""－""教育部提供",2
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""團隊經營與管理""（""北""）""""－""教育部提供",2
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""認識資訊志工與數位機會中心""－""教育部提供",1
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""認識資訊志工與數位機會中心""－""教育部提供",4316
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""說話高手""：""聽懂能說心無礙""－""教育部提供",1615
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""數位文創營，Scratch""－""教育部提供",577
公務類,專業職能,志願服務,"資訊志工特殊訓練""－""讓夢想，不只是夢想！""－""教育部提供",1783
公務類,專業職能,志願服務,"蟾蜍山腳的土地與歷史記憶""－""教育部提供",633
公務類,專業職能,志願服務,"讓你有永遠找不完的生活樂趣""－""好用APP推薦""－""教育部提供",625
公務類,專業職能,性別教育,"""[""性別主流化""]""CEDAW施行法第5條""「""社會文化之改變與母性之保障""」""""－""行政院人事行政總處公務人力發展中心提供",25251
公務類,專業職能,性別教育,"""[""性別主流化""]""CEDAW施行法""－""實質平等""、""直接與間接歧視""－""行政院人事行政總處公務人力發展中心提供",36018
公務類,專業職能,性別教育,"""[""性別主流化""]""CEDAW施行法""－""暫行特別措施及案例""－""行政院人事行政總處公務人力發展中心提供",21410
公務類,專業職能,性別教育,"""[""性別主流化""]""CEDAW相關概念與公約保障權益概述""－""行政院人事行政總處公務人力發展學院提供",1471
公務類,專業職能,性別教育,"""[""性別主流化""]""CEDAW認識與落實""－""高雄市政府公務人力發展中心提供",18660
公務類,專業職能,性別教育,"""[""性別主流化""]""以CEDAW公約內涵檢視法規措施方法""－""行政院人事行政總處公務人力發展學院提供",1791
公務類,專業職能,性別教育,"""[""性別主流化""]""打造職場新天地""－""CEDAW第11條""「""工作平等權利""」""""－""行政院人事行政總處公務人力發展中心提供",44204
公務類,專業職能,性別教育,"""[""性別主流化""]""如何在生活中落實性別平等",4365
公務類,專業職能,性別教育,"""[""性別主流化""]""何謂職場性騷擾",7975
公務類,專業職能,性別教育,"""[""性別主流化""]""性別主流化與就業歧視",1908
公務類,專業職能,性別教育,"""[""性別主流化""]""性別平等首善之國瑞典的日常性別實作與觀察",7843
公務類,專業職能,性別教育,"""[""性別主流化""]""性別統計及分析",1031
公務類,專業職能,性別教育,"""[""性別主流化""]""性別預算基本概念及範例",1046
公務類,專業職能,性別教育,"""[""性別主流化""]""性別與人權",2390
公務類,專業職能,性別教育,"""[""性別主流化""]""性別與社會福利""－""行政院人事行政總處公務人力發展學院提供",8552
公務類,專業職能,性別教育,"""[""性別主流化""]""性別與婚姻家庭",7705
公務類,專業職能,性別教育,"""[""性別主流化""]""性別與資源講座",1777
公務類,專業職能,性別教育,"""[""性別主流化""]""性別影響評估理念與實務""－""行政院人事行政總處公務人力發展學院提供",1825
公務類,專業職能,性別教育,"""[""性別主流化""]""拒絕與狼共舞""－""談性騷擾防治",4008
公務類,專業職能,性別教育,"""[""性別主流化""]""國內外性別平等教育政策與理念",1958
公務類,專業職能,性別教育,"""[""性別主流化""]""從媒體討論性侵害",3401
公務類,專業職能,性別教育,"""[""性別主流化""]""雇主如何建立職場性騷擾防治措施""、""申訴及懲戒辦法",12069
公務類,專業職能,性別教育,"""[""性別主流化""]""黃長玲""－""性別主流化講座",1227
公務類,專業職能,性別教育,"""[""性別主流化""]""運動與性別議題""－""運動最美",2413
公務類,專業職能,性別教育,"""[""性別主流化""]""認識多元性別",1503
公務類,專業職能,性別教育,"""[""性別主流化""]""閱讀中遇見性別""－""行政院人事行政總處公務人力發展學院提供",10986
公務類,專業職能,性別教育,"性別工作平等法""－""臺北市政府勞動局提供",3344
公務類,專業職能,性別教育,校園性騷擾事件實務調查程序及案例研討,1049
公務類,專業職能,性別教育,職場性騷擾申訴案件調查實務,2241
公務類,專業職能,財政,104年度營利事業所得稅結算申報書修正及中小企業租稅優惠說明,973
公務類,專業職能,財政,公用事業開立電子發票暨營業人申報流程說明,623
公務類,專業職能,財政,本府各年度編列資訊概算訓練,1269
公務類,專業職能,財政,地方稅網路申報,369
公務類,專業職能,財政,"如何進行計畫""（""政策""）""之成本效益評估",553
公務類,專業職能,財政,房地合一課徵所得稅介紹,447
公務類,專業職能,財政,"單位財產管理系統""（""PMS""）""",0
公務類,專業職能,財政,"發行新臺幣""－""國立公共資訊圖書館提供",411
公務類,專業職能,財政,綜合所得稅結算申報,1312
公務類,專業職能,財政,網路交易營業稅稅籍登記及申報實務,304
公務類,專業職能,財政,營利事業所得稅移轉訂價申報實務,562
公務類,專業職能,教育,"社大師培系列""─""成人教學方法與互動技巧初階",211
公務類,專業職能,教育,"社大師培系列""─""成人教學方法與互動技巧進階""（""一""）""",234
公務類,專業職能,教育,"社大師培系列""─""成人教學方法與互動技巧進階""（""二""）""",224
公務類,專業職能,教育,"社大師培系列""─""成人學習問題與輔導",537
公務類,專業職能,教育,"社大師培系列""─""成人學習與成人心理學",213
公務類,專業職能,教育,"社大師培系列""─""成果呈現與教學評量",238
公務類,專業職能,教育,"社大師培系列""─""社大新夥伴""－""特殊需求學員",203
公務類,專業職能,教育,"社大師培系列""─""社大課程多媒體應用",220
公務類,專業職能,教育,"社大師培系列""─""社大講師之社大精神實踐",173
公務類,專業職能,教育,"社大師培系列""─""社大講師與社區資源整合",207
公務類,專業職能,教育,"社大師培系列""─""社區大學的招生與行銷""（""一""）""",177
公務類,專業職能,教育,"社大師培系列""─""社區大學的招生與行銷""（""二""）""",178
公務類,專業職能,教育,"社大師培系列""─""社區大學的時代使命與教師角色",250
